Country,Year,Begin,End,Outcome,Region
Guatemala,1991,1984,1999,Success,Latin America and Caribbean
Guatemala,1992,1984,1999,Success,Latin America and Caribbean
Guatemala,1993,1984,1999,Success,Latin America and Caribbean
Guatemala,1994,1984,1999,Success,Latin America and Caribbean
Guatemala,1995,1984,1999,Success,Latin America and Caribbean
Guatemala,1996,1984,1999,Success,Latin America and Caribbean
Guatemala,1997,1984,1999,Success,Latin America and Caribbean
Guatemala,1998,1984,1999,Success,Latin America and Caribbean
Guatemala,1999,1984,1999,Success,Latin America and Caribbean
Guinea,1957,1957,1959,Failed liberalization,Sub-Saharan Africa
Guinea,1958,1957,1959,Failed liberalization,Sub-Saharan Africa
Guinea,1959,1957,1959,Failed liberalization,Sub-Saharan Africa
Guinea,1985,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1986,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1987,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1988,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1989,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1990,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1991,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1992,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1993,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1994,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1995,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1996,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1997,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1998,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,1999,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,2000,1985,2000,Failed liberalization,Sub-Saharan Africa
Guinea,2010,2010,2016,Stabilized electoral autocracy,Sub-Saharan Africa
Guinea,2011,2010,2016,Stabilized electoral autocracy,Sub-Saharan Africa
Guinea,2012,2010,2016,Stabilized electoral autocracy,Sub-Saharan Africa
Guinea,2013,2010,2016,Stabilized electoral autocracy,Sub-Saharan Africa
Guinea,2014,2010,2016,Stabilized electoral autocracy,Sub-Saharan Africa
Guinea,2015,2010,2016,Stabilized electoral autocracy,Sub-Saharan Africa
Guinea,2016,2010,2016,Stabilized electoral autocracy,Sub-Saharan Africa
Guinea-Bissau,1992,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,1993,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,1994,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,1995,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,1996,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,1997,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,1998,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,1999,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,2000,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,2001,1992,2001,Failed liberalization,Sub-Saharan Africa
Guinea-Bissau,2004,2004,2006,Preempted transition,Sub-Saharan Africa
Guinea-Bissau,2005,2004,2006,Preempted transition,Sub-Saharan Africa
Guinea-Bissau,2006,2004,2006,Preempted transition,Sub-Saharan Africa
Guinea-Bissau,2014,2014,2015,Preempted transition,Sub-Saharan Africa
Guinea-Bissau,2015,2014,2015,Preempted transition,Sub-Saharan Africa
Guyana,1955,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1956,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1957,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1958,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1959,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1960,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1961,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1962,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1963,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1964,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1965,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1966,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1967,1955,1967,Failed liberalization,Latin America and Caribbean
Guyana,1986,1986,2001,Success,Latin America and Caribbean
Guyana,1987,1986,2001,Success,Latin America and Caribbean
Guyana,1988,1986,2001,Success,Latin America and Caribbean
Guyana,1989,1986,2001,Success,Latin America and Caribbean
Guyana,1990,1986,2001,Success,Latin America and Caribbean
Guyana,1991,1986,2001,Success,Latin America and Caribbean
Guyana,1992,1986,2001,Success,Latin America and Caribbean
Guyana,1993,1986,2001,Success,Latin America and Caribbean
Guyana,1994,1986,2001,Success,Latin America and Caribbean
Guyana,1995,1986,2001,Success,Latin America and Caribbean
Guyana,1996,1986,2001,Success,Latin America and Caribbean
Guyana,1997,1986,2001,Success,Latin America and Caribbean
Guyana,1998,1986,2001,Success,Latin America and Caribbean
Guyana,1999,1986,2001,Success,Latin America and Caribbean
Guyana,2000,1986,2001,Success,Latin America and Caribbean
Guyana,2001,1986,2001,Success,Latin America and Caribbean
Haiti,1951,1951,1951,Failed liberalization,Latin America and Caribbean
Haiti,1987,1987,1988,Failed liberalization,Latin America and Caribbean
Haiti,1988,1987,1988,Failed liberalization,Latin America and Caribbean
Haiti,1991,1991,1991,Failed liberalization,Latin America and Caribbean
Haiti,1993,1993,1998,Failed liberalization,Latin America and Caribbean
Haiti,1994,1993,1998,Failed liberalization,Latin America and Caribbean
Haiti,1995,1993,1998,Failed liberalization,Latin America and Caribbean
Haiti,1996,1993,1998,Failed liberalization,Latin America and Caribbean
Haiti,1997,1993,1998,Failed liberalization,Latin America and Caribbean
Haiti,1998,1993,1998,Failed liberalization,Latin America and Caribbean
Haiti,2006,2006,2007,Stabilized electoral autocracy,Latin America and Caribbean
Haiti,2007,2006,2007,Stabilized electoral autocracy,Latin America and Caribbean
Honduras,1949,1949,1950,Failed liberalization,Latin America and Caribbean
Honduras,1950,1949,1950,Failed liberalization,Latin America and Caribbean
Honduras,1971,1971,1972,Failed liberalization,Latin America and Caribbean
Honduras,1972,1971,1972,Failed liberalization,Latin America and Caribbean
Honduras,1980,1980,1993,Success,Latin America and Caribbean
Honduras,1981,1980,1993,Success,Latin America and Caribbean
Honduras,1982,1980,1993,Success,Latin America and Caribbean
Honduras,1983,1980,1993,Success,Latin America and Caribbean
Honduras,1984,1980,1993,Success,Latin America and Caribbean
Honduras,1985,1980,1993,Success,Latin America and Caribbean
Honduras,1986,1980,1993,Success,Latin America and Caribbean
Honduras,1987,1980,1993,Success,Latin America and Caribbean
Honduras,1988,1980,1993,Success,Latin America and Caribbean
Honduras,1989,1980,1993,Success,Latin America and Caribbean
Honduras,1990,1980,1993,Success,Latin America and Caribbean
Honduras,1991,1980,1993,Success,Latin America and Caribbean
Honduras,1992,1980,1993,Success,Latin America and Caribbean
Honduras,1993,1980,1993,Success,Latin America and Caribbean
Hungary,1918,1918,1918,Failed liberalization,Europe and Central Asia
Hungary,1920,1920,1925,Failed liberalization,Europe and Central Asia
Hungary,1921,1920,1925,Failed liberalization,Europe and Central Asia
Hungary,1922,1920,1925,Failed liberalization,Europe and Central Asia
Hungary,1923,1920,1925,Failed liberalization,Europe and Central Asia
Hungary,1924,1920,1925,Failed liberalization,Europe and Central Asia
Hungary,1925,1920,1925,Failed liberalization,Europe and Central Asia
Hungary,1988,1988,1990,Success,Europe and Central Asia
Hungary,1989,1988,1990,Success,Europe and Central Asia
Hungary,1990,1988,1990,Success,Europe and Central Asia
Iceland,1904,1904,1908,Success,Europe and Central Asia
Iceland,1905,1904,1908,Success,Europe and Central Asia
Iceland,1906,1904,1908,Success,Europe and Central Asia
Iceland,1907,1904,1908,Success,Europe and Central Asia
Iceland,1908,1904,1908,Success,Europe and Central Asia
India,1950,1950,1957,Success,South Asia
India,1951,1950,1957,Success,South Asia
India,1952,1950,1957,Success,South Asia
India,1953,1950,1957,Success,South Asia
India,1954,1950,1957,Success,South Asia
India,1955,1950,1957,Success,South Asia
India,1956,1950,1957,Success,South Asia
India,1957,1950,1957,Success,South Asia
India,1977,1977,1977,Success,South Asia
Indonesia,1945,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1946,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1947,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1948,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1949,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1950,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1951,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1952,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1953,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1954,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1955,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1956,1945,1956,Preempted transition,East Asia and Pacific
Indonesia,1998,1998,2004,Success,East Asia and Pacific
Indonesia,1999,1998,2004,Success,East Asia and Pacific
Indonesia,2000,1998,2004,Success,East Asia and Pacific
Indonesia,2001,1998,2004,Success,East Asia and Pacific
Indonesia,2002,1998,2004,Success,East Asia and Pacific
Indonesia,2003,1998,2004,Success,East Asia and Pacific
Indonesia,2004,1998,2004,Success,East Asia and Pacific
Iraq,2004,2004,2008,Preempted transition,Middle East and North Africa
Iraq,2005,2004,2008,Preempted transition,Middle East and North Africa
Iraq,2006,2004,2008,Preempted transition,Middle East and North Africa
Iraq,2007,2004,2008,Preempted transition,Middle East and North Africa
Iraq,2008,2004,2008,Preempted transition,Middle East and North Africa
Ireland,1921,1921,1922,Success,Europe and Central Asia
Ireland,1922,1921,1922,Success,Europe and Central Asia
Israel,1949,1949,1949,Success,Middle East and North Africa
Italy,1901,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1902,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1903,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1904,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1905,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1906,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1907,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1908,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1909,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1910,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1911,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1912,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1913,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1914,1901,1914,Failed liberalization,Europe and Central Asia
Italy,1944,1944,1948,Success,Europe and Central Asia
Italy,1945,1944,1948,Success,Europe and Central Asia
Italy,1946,1944,1948,Success,Europe and Central Asia
Italy,1947,1944,1948,Success,Europe and Central Asia
Italy,1948,1944,1948,Success,Europe and Central Asia
Ivory Coast,1990,1990,1993,Failed liberalization,Sub-Saharan Africa
Ivory Coast,1991,1990,1993,Failed liberalization,Sub-Saharan Africa
Ivory Coast,1992,1990,1993,Failed liberalization,Sub-Saharan Africa
Ivory Coast,1993,1990,1993,Failed liberalization,Sub-Saharan Africa
Ivory Coast,1995,1995,1997,Failed liberalization,Sub-Saharan Africa
Ivory Coast,1996,1995,1997,Failed liberalization,Sub-Saharan Africa
Ivory Coast,1997,1995,1997,Failed liberalization,Sub-Saharan Africa
Ivory Coast,2001,2001,2004,Failed liberalization,Sub-Saharan Africa
Ivory Coast,2002,2001,2004,Failed liberalization,Sub-Saharan Africa
Ivory Coast,2003,2001,2004,Failed liberalization,Sub-Saharan Africa
Ivory Coast,2004,2001,2004,Failed liberalization,Sub-Saharan Africa
Ivory Coast,2015,2015,2016,Success,Sub-Saharan Africa
Ivory Coast,2016,2015,2016,Success,Sub-Saharan Africa
Jamaica,1938,1938,1959,Success,Latin America and Caribbean
Jamaica,1939,1938,1959,Success,Latin America and Caribbean
Jamaica,1940,1938,1959,Success,Latin America and Caribbean
Jamaica,1941,1938,1959,Success,Latin America and Caribbean
Jamaica,1942,1938,1959,Success,Latin America and Caribbean
Jamaica,1943,1938,1959,Success,Latin America and Caribbean
Jamaica,1944,1938,1959,Success,Latin America and Caribbean
Jamaica,1945,1938,1959,Success,Latin America and Caribbean
Jamaica,1946,1938,1959,Success,Latin America and Caribbean
Jamaica,1947,1938,1959,Success,Latin America and Caribbean
Jamaica,1948,1938,1959,Success,Latin America and Caribbean
Jamaica,1949,1938,1959,Success,Latin America and Caribbean
Jamaica,1950,1938,1959,Success,Latin America and Caribbean
Jamaica,1951,1938,1959,Success,Latin America and Caribbean
Jamaica,1952,1938,1959,Success,Latin America and Caribbean
Jamaica,1953,1938,1959,Success,Latin America and Caribbean
Jamaica,1954,1938,1959,Success,Latin America and Caribbean
Jamaica,1955,1938,1959,Success,Latin America and Caribbean
Jamaica,1956,1938,1959,Success,Latin America and Caribbean
Jamaica,1957,1938,1959,Success,Latin America and Caribbean
Jamaica,1958,1938,1959,Success,Latin America and Caribbean
Jamaica,1959,1938,1959,Success,Latin America and Caribbean
Jamaica,1984,1984,1989,Success,Latin America and Caribbean
Jamaica,1985,1984,1989,Success,Latin America and Caribbean
Jamaica,1986,1984,1989,Success,Latin America and Caribbean
Jamaica,1987,1984,1989,Success,Latin America and Caribbean
Jamaica,1988,1984,1989,Success,Latin America and Caribbean
Jamaica,1989,1984,1989,Success,Latin America and Caribbean
Japan,1945,1945,1952,Success,East Asia and Pacific
Japan,1946,1945,1952,Success,East Asia and Pacific
Japan,1947,1945,1952,Success,East Asia and Pacific
Japan,1948,1945,1952,Success,East Asia and Pacific
Japan,1949,1945,1952,Success,East Asia and Pacific
Japan,1950,1945,1952,Success,East Asia and Pacific
Japan,1951,1945,1952,Success,East Asia and Pacific
Japan,1952,1945,1952,Success,East Asia and Pacific
Kenya,1954,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1955,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1956,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1957,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1958,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1959,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1960,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1961,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1962,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1963,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1964,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1965,1954,1965,Failed liberalization,Sub-Saharan Africa
Kenya,1990,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,1991,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,1992,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,1993,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,1994,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,1995,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,1996,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,1997,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,1998,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,1999,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,2000,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,2001,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,2002,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kenya,2003,1990,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Kosovo,2000,2000,2004,Success,Europe and Central Asia
Kosovo,2001,2000,2004,Success,Europe and Central Asia
Kosovo,2002,2000,2004,Success,Europe and Central Asia
Kosovo,2003,2000,2004,Success,Europe and Central Asia
Kosovo,2004,2000,2004,Success,Europe and Central Asia
Kosovo,2013,2013,2014,Success,Europe and Central Asia
Kosovo,2014,2013,2014,Success,Europe and Central Asia
Kyrgyzstan,2010,2010,2011,Failed liberalization,Europe and Central Asia
Kyrgyzstan,2011,2010,2011,Failed liberalization,Europe and Central Asia
Kyrgyzstan,2014,2014,2015,Success,Europe and Central Asia
Kyrgyzstan,2015,2014,2015,Success,Europe and Central Asia
Laos,1944,1944,1948,Failed liberalization,East Asia and Pacific
Laos,1945,1944,1948,Failed liberalization,East Asia and Pacific
Laos,1946,1944,1948,Failed liberalization,East Asia and Pacific
Laos,1947,1944,1948,Failed liberalization,East Asia and Pacific
Laos,1948,1944,1948,Failed liberalization,East Asia and Pacific
Laos,1951,1951,1958,Stabilized electoral autocracy,East Asia and Pacific
Laos,1952,1951,1958,Stabilized electoral autocracy,East Asia and Pacific
Laos,1953,1951,1958,Stabilized electoral autocracy,East Asia and Pacific
Laos,1954,1951,1958,Stabilized electoral autocracy,East Asia and Pacific
Laos,1955,1951,1958,Stabilized electoral autocracy,East Asia and Pacific
Laos,1956,1951,1958,Stabilized electoral autocracy,East Asia and Pacific
Laos,1957,1951,1958,Stabilized electoral autocracy,East Asia and Pacific
Laos,1958,1951,1958,Stabilized electoral autocracy,East Asia and Pacific
Latvia,1922,1922,1925,Success,Europe and Central Asia
Latvia,1923,1922,1925,Success,Europe and Central Asia
Latvia,1924,1922,1925,Success,Europe and Central Asia
Latvia,1925,1922,1925,Success,Europe and Central Asia
Lebanon,1923,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1924,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1925,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1926,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1927,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1928,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1929,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1930,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1931,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1932,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1933,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1934,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1935,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1936,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1937,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1938,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1939,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1940,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1941,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1942,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1943,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1944,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1945,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1946,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1947,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1948,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1949,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1950,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1951,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1952,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,1953,1923,1953,Failed liberalization,Middle East and North Africa
Lebanon,2000,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2001,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2002,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2003,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2004,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2005,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2006,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2007,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2008,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2009,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2010,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2011,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2012,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2013,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2014,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2015,2000,2016,Preempted transition,Middle East and North Africa
Lebanon,2016,2000,2016,Preempted transition,Middle East and North Africa
Lesotho,1952,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1953,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1954,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1955,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1956,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1957,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1958,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1959,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1960,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1961,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1962,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1963,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1964,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1965,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1966,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1967,1952,1967,Failed liberalization,Sub-Saharan Africa
Lesotho,1987,1987,1994,Failed liberalization,Sub-Saharan Africa
Lesotho,1988,1987,1994,Failed liberalization,Sub-Saharan Africa
Lesotho,1989,1987,1994,Failed liberalization,Sub-Saharan Africa
Lesotho,1990,1987,1994,Failed liberalization,Sub-Saharan Africa
Lesotho,1991,1987,1994,Failed liberalization,Sub-Saharan Africa
Lesotho,1992,1987,1994,Failed liberalization,Sub-Saharan Africa
Lesotho,1993,1987,1994,Failed liberalization,Sub-Saharan Africa
Lesotho,1994,1987,1994,Failed liberalization,Sub-Saharan Africa
Lesotho,2002,2002,2007,Success,Sub-Saharan Africa
Lesotho,2003,2002,2007,Success,Sub-Saharan Africa
Lesotho,2004,2002,2007,Success,Sub-Saharan Africa
Lesotho,2005,2002,2007,Success,Sub-Saharan Africa
Lesotho,2006,2002,2007,Success,Sub-Saharan Africa
Lesotho,2007,2002,2007,Success,Sub-Saharan Africa
Liberia,1985,1985,1986,Failed liberalization,Sub-Saharan Africa
Liberia,1986,1985,1986,Failed liberalization,Sub-Saharan Africa
Liberia,1991,1991,1999,Failed liberalization,Sub-Saharan Africa
Liberia,1992,1991,1999,Failed liberalization,Sub-Saharan Africa
Liberia,1993,1991,1999,Failed liberalization,Sub-Saharan Africa
Liberia,1994,1991,1999,Failed liberalization,Sub-Saharan Africa
Liberia,1995,1991,1999,Failed liberalization,Sub-Saharan Africa
Liberia,1996,1991,1999,Failed liberalization,Sub-Saharan Africa
Liberia,1997,1991,1999,Failed liberalization,Sub-Saharan Africa
Liberia,1998,1991,1999,Failed liberalization,Sub-Saharan Africa
Liberia,1999,1991,1999,Failed liberalization,Sub-Saharan Africa
Liberia,2005,2005,2011,Success,Sub-Saharan Africa
Liberia,2006,2005,2011,Success,Sub-Saharan Africa
Liberia,2007,2005,2011,Success,Sub-Saharan Africa
Liberia,2008,2005,2011,Success,Sub-Saharan Africa
Liberia,2009,2005,2011,Success,Sub-Saharan Africa
Liberia,2010,2005,2011,Success,Sub-Saharan Africa
Liberia,2011,2005,2011,Success,Sub-Saharan Africa
Libya,2011,2011,2013,Preempted transition,Middle East and North Africa
Libya,2012,2011,2013,Preempted transition,Middle East and North Africa
Libya,2013,2011,2013,Preempted transition,Middle East and North Africa
Lithuania,1920,1920,1920,Success,Europe and Central Asia
Luxembourg,1917,1917,1922,Success,Europe and Central Asia
Luxembourg,1918,1917,1922,Success,Europe and Central Asia
Luxembourg,1919,1917,1922,Success,Europe and Central Asia
Luxembourg,1920,1917,1922,Success,Europe and Central Asia
Luxembourg,1921,1917,1922,Success,Europe and Central Asia
Luxembourg,1922,1917,1922,Success,Europe and Central Asia
Luxembourg,1945,1945,1948,Success,Europe and Central Asia
Luxembourg,1946,1945,1948,Success,Europe and Central Asia
Luxembourg,1947,1945,1948,Success,Europe and Central Asia
Luxembourg,1948,1945,1948,Success,Europe and Central Asia
Macedonia,1994,1994,1998,Success,Europe and Central Asia
Macedonia,1995,1994,1998,Success,Europe and Central Asia
Macedonia,1996,1994,1998,Success,Europe and Central Asia
Macedonia,1997,1994,1998,Success,Europe and Central Asia
Macedonia,1998,1994,1998,Success,Europe and Central Asia
Macedonia,2001,2001,2002,Success,Europe and Central Asia
Macedonia,2002,2001,2002,Success,Europe and Central Asia
Macedonia,2015,2015,2018,Censored,Europe and Central Asia
Macedonia,2016,2015,2018,Censored,Europe and Central Asia
Macedonia,2017,2015,2018,Censored,Europe and Central Asia
Macedonia,2018,2015,2018,Censored,Europe and Central Asia
Madagascar,1957,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1958,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1959,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1960,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1961,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1962,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1963,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1964,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1965,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1966,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1967,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1968,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1969,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1970,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1971,1957,1971,Failed liberalization,Sub-Saharan Africa
Madagascar,1975,1975,1996,Success,Sub-Saharan Africa
Madagascar,1976,1975,1996,Success,Sub-Saharan Africa
Madagascar,1977,1975,1996,Success,Sub-Saharan Africa
Madagascar,1978,1975,1996,Success,Sub-Saharan Africa
Madagascar,1979,1975,1996,Success,Sub-Saharan Africa
Madagascar,1980,1975,1996,Success,Sub-Saharan Africa
Madagascar,1981,1975,1996,Success,Sub-Saharan Africa
Madagascar,1982,1975,1996,Success,Sub-Saharan Africa
Madagascar,1983,1975,1996,Success,Sub-Saharan Africa
Madagascar,1984,1975,1996,Success,Sub-Saharan Africa
Madagascar,1985,1975,1996,Success,Sub-Saharan Africa
Madagascar,1986,1975,1996,Success,Sub-Saharan Africa
Madagascar,1987,1975,1996,Success,Sub-Saharan Africa
Madagascar,1988,1975,1996,Success,Sub-Saharan Africa
Madagascar,1989,1975,1996,Success,Sub-Saharan Africa
Madagascar,1990,1975,1996,Success,Sub-Saharan Africa
Madagascar,1991,1975,1996,Success,Sub-Saharan Africa
Madagascar,1992,1975,1996,Success,Sub-Saharan Africa
Madagascar,1993,1975,1996,Success,Sub-Saharan Africa
Madagascar,1994,1975,1996,Success,Sub-Saharan Africa
Madagascar,1995,1975,1996,Success,Sub-Saharan Africa
Madagascar,1996,1975,1996,Success,Sub-Saharan Africa
